text,crowd_label,conf0,conf1
"This is the Volume 6 of the famous Course of Theoretical Physics by L. D. Landau and E. M. Lifshitz. All serious students of theoretical physics must possess the ten volumes of this excellent Course, which cover in detail and rigour practically all the branches of theoretical physics. The Volume 6 treats the theory of the motion of liquids and gases. The book opens with the theory of ideal fluids and drives the attention of the reader to a large amount of topics, which are discussed in greater detail and, moreover, discussing with details topics not usually found in other similar books, such as turbulence, sound, fluid dynamics of combustion, relativistic fluid dynamics and the dynamics of superfluids. The book is written in a language proper of a theoretical physicist, but owing to its clarity, it can be read without problems for other scientists. A superb book",1,3.2350726521143893e-119,1
"Several recent and outstanding books have each examined in detail a single address by Abraham Lincoln. These books have the overall goal of explaining Lincoln's Presidency, the meaning and significance of the Civil War, and the continued impact of the issues raised in this conflict upon today's United States. These books include Gary Wills's study of the Gettysburg Address, the books by John Corry and Harold Holzer on Lincoln's Cooper Union speech, Allen Guelzo's study of the Emancipation Proclmation, and, the book I will discuss here, ""Lincoln's Greatest Speech: The Second Inaugural"" (2002) by Ronald C. White, Jr.Ronald White is a professor of American Religous History at the San Francisco Theological Seminary. Given his background as a scholar of religion, it is unsurprising that Professor White focuses on President Lincoln's Second Inaugural Address and on the religious vision he finds Lincoln set forth in that great speech.The book begins with a chapter setting the stage on the cold and rainy March 4, 1865, in Washington D.C. when Lincoln delivered his brief 703-word address. Union arms were close to victory, and the large audience undoubtedly expected a paean to the might of the Union Army together with tones of triumph.President Lincoln delivered a speech entirely different. In short compass, he delivered a meditiation on the origin of the War, its cost in human life, its origin in the institution of slavery, a call to forbearance and charity, and, most importantly for Professor White, a religious understanding of the meaning of the War.Professor White explores the speech on a paragraph-by-paragraph, line-by-line basis. He discusses closely the words of Lincoln's text, and he places the text in context of events in the War and of mid-19th Century America. He offers illuminating insights on the Second Inaugural by discussing a short letter Lincoln wrote on April 4, 1864, to the Governor of Kentucky in which Lincoln explained his reasons for issuing the Emancipation Proclmation. He also relies heavily on a short passage of jottings Lincoln prepared for himself in September, 1862, captioned ""Meditation on the Divine Will.""The Second Inaugural as Professor White expounds it sets forth a complex religous message. The War, as Professor White reads Lincoln, was the will of a living and ethical God and was a recompense for the sin of slavery. This sin was nation-wide in scope and could not be imputed only to the rebelling Confederates. During the course of the conflict, Lincoln had moved from the agnosticism and determinism of his youth to a concept of a personal God. His God was nondenominational and nontribal rather that the God of any particular creed (Lincoln never joined a church) or of factions, including the North or the South. The scourge of slavery had brought on the War, but the end of the War opened the opportunity for forgiveness, reconciliation, and justice, ""with malice toward none,with charity for all; with firmness in the right as God gives us to see the right.""It is an impressive and theologically-complex vision. Professor White writes with a purpose of encouraging meditation among his readers on the role of religion (not denominationalism) in our public life and on the continuing sruggle in our country to eliminate the vestiges of slavery and racism. He writes (p. 202):""The Lincoln that is available to us comes with no simple answers. The chasm of race, which undergirded the legal structure of slavery, continues even though the Civil Rights movement, a hundred years after the Civil War, spearheaded political and legal action intended to right ancient wrongs. Martin Luther King, Jr. chose to speak with the imposing statue of Lincoln as the background when he offered his dream for America.""Those readers interested in exploring further the complicated question of Lincoln's philosophical and religous beliefs may wish to read Allen Guelzo's biography ""Redeemer President"" together with his more recent study of the Emancipation Proclamation.",1,9.013713806610424e-07,0.9999990986286194
"This book is waaaay to detailed. If you want to know all kinds of facts that really have nothing to do with the battle, like what every politician was thinking, what every correspondent was reporting and all kinds of other side facts, this book is for you. It begins with no real history or set up and concentrates on the embassy in Ho Chi Mihn City like that's the center of it. No way. I enjoy history, but why does almost every historical book I read have to be an epic bogged down by minutia. Give me a really strong overview with only the essential facts, and if I want to know every detail I will pursue further books. I have so many books like this I can't finish, and I'm a patient reader. That's it",1,9.933908761879444e-53,1
"This book is so good it will knock your socks off. Cara Landry is in fifth grade and likes to write newspapers which she calls the Landry News. The main characters in this book are Cara Landry, Dr. Barnes and Mr. Larson. In the beginning of the book Cara only writes mean things in the Landry News. Bit later on she gets introduced to truth and mercy. Mr. Larson isn't a very good teacher in the beginning of the book but soon he realizes that he should still always be a good teacher. Dr. Barnes thinks Mr. Larson is not fit to be a teacher so he comes up with an ingenious plan to get Mr. Larson fired. This book is good for kids eight and up. I recommend this book as a heart warming, knock your socks off story. ~Tast",1,1.2326573782131434e-28,1
"I agree with the other reviews here that this novel was poorly written and edited. It was difficult reading because there were so many typos and some sentences didn't make sense. These mistakes distracted from the book, and neither the writing nor the plot were enough to make up for it. That being said, the main character is likeable, but the novel was a struggle to finish. A lot of ground that has been (better) covered by (many) other authors. I hate to write a bad review, but I cannot recommend this book, it was a disappointment!",1,4.7691216981831096e-67,1
"If you want a starting place in your search to find REAL Soul music, look no further than this book. Guralnick points you in the right direction. It is very clear that he loves the subject matter. He investigated the legends, and reports as much truth as will come to light, about performers like Otis Redding, Solomon Burke, James Brown, Sam Cooke, Arthur Alexander, Aretha Franklin, James Carr, O.V. Wright, Al Green, Wilson Pickett, and many others. There is also a history of Stax Records that Rob Bowman used as a reference for his epic history of the label. And there's a comprehensive discography, which has been updated for the CD era. Guralnick let the story take him wherever it led, even if he didn't always like the conclusions. It is an honest book and a good read. I write a lot of reviews on Soul music. Much of what I know about the roots of Soul, I learned from this book",1,3.999157466476486e-65,1
"This is one of the best homebrewing books on the market. It is a true inspiration. Some clones are just on the spot like the Tommyknocker maple and the Bridgeport IPA. Many ""clones"" are way off, though, and they make me suspect that sometimes the authors wildly guessed as opposed to test all their recipes. I maintain 5 stars because, any recipe I extrapolated out of this book was excellent. Clone at your own risk :-",1,1.0557918716519111e-12,0.9999999999989442
"My husband and I listen while commuting, it is great because we have time to discuss pertinent points -- together. It is very educational and we are enjoying the quality time together",0,1,6.153199637857218e-181
"Whatever you do, do not go into this book expecting only a western because it is so much more. Even if you do not like westerns, you should read this because it is simply a great story. Definitely better than Lonesome Dove, because in this book stuff actually happens unlike L.D. where it takes 200 pages just to get their arses off the porch. Lots of suffering in this book, but lots of redemption and forgiveness as well. A cross between Dickens and Mark Twain is a good way to describe the style. Character development is amazing and subtle. Highly recommended to anyone who is literate",1,3.0659725883099136e-79,1
"I wonder if I should be even thinking of reviewing this book, given that I have had the very good fortune of being friends with the author for over 20 years now -- we met before ""Beans"" was published.However, I also feel that somebody out there should understand that this is a wonderful, honest, painful, loving, remarkable book. Carolyn writes about things she knows, and then gets very up close and personal about it.This book is an attempt to show those who have never known [or even seen] the lives of people some would term ""unfortunate"" and others simply disdain, and to show that THESE PEOPLE ARE PEOPLE JUST LIKE EVERYBODY ELSE. Being poor does not mean that one cannot live with dignity, or honesty, or humor. Being poor does mean that these people are often forced to live in a society that demeans them, insults them, and often forces them into places where they are regarded as nothing but yesterday's garbage.Let there be no mistake; The Beans are with us, and are not about to go away anytime soon, nor should they. If we have eyes to read and lips to read aloud the story of The Beans, we just might realize that they have much to teach us about truth, honor, respect, and love.I understand that many people will not understand how on earth I can make this statement because I understand that many people prefer to look for the tawdry and speciousness in environments that they find uncomfortable or even unbelievable.But this is above all a book of hope. It shows us that everyone lives a life of worth and influence, even if at times some of these ""everyones"" live lives that are in large part cruel and uncaring. And in that is the challenge of this book; to look below the surface and to see that all of us are part of the Bean family, and that we should value that relationship.This book is an amazing literary achievement, and this is a statement that I never make lightly -- even if the author happens to be a friend. So read it and try to let its power and honesty confer those qualities in abundance in your lives. You may not find them in your first reading of the book, but trust me -- they're there.",1,2.6155398404743717e-138,1
"I bought the audio version (7 CDs), in part because it was read by Barret Whitener, who did an excellent job with the voices for The Confederacy of Dunces. I Googled his name and was glad he did the reading for The Politically Incorrect Guide to American History. Though not nearly as entertaining as ""Confederacy of Dunces"", the ""Guide"" was very informative. What we learend in public schools was often ""sugar coated"". Lets face it, busing and welfare were total failures. Two past presidents (both Democrats) were elected on far more suspicious circumstances than President Bush. The Soviet Union wasn't always our enemy: which led to the shameless betrayal of Russian soldiers that defected. Even President Lincoln had racist tendencies. ""Slaughter"" of the Indians was the exception, and by no means the norm. I'm sure they wouldn't, but I'd like my liberal friends to listen to at least the last two CDs in the set, that cover events since WWII. The Fathers of our country really don't have all that much to feel guilty about.",0,1,1.5860883887091977e-33
Excellent overview from pre-Socratic philosphy/chemistry up to modern chemical concepts. Focus is primarily on the conceptual nature of theories and science and how the paradigms shift with new data. I thoroughly enjoy owning this book,1,2.4595269905096637e-53,1
"""How to Write a Damn Good Novel, Vol. II"" earns its claim as ""Advanced Techniques for Dramatic Storytelling"" with uncommon advice such as how to create a multi-premise novel and strengthening the narrative voice. Frey far exceeds the typical hints found in most writing books, including his own Volume One. This book covers completely new territory and will be extremely useful if you are interested in writing a dramatic novel. I can think of several best-selling authors who would benefit from the advice in this book. For the newcomer there is a lot of clear and practical information offered. I found the ""Seven Deadly Mistakes"" chapter particularly interesting and insightful. One warning: this book is definitely geared to a specific type of story - the dramatic novel. It may skew your focus if your goal is writing a satirical or allegorical story, for instance, as it's easy to become caught up in the author's enthusiasm for dramatic fiction",1,2.664075064297925e-46,1
What a great cookbook: clear instructions and fanstastic results. I have not been disappointed with a single recipe. At least 10 recipes from this book have become mainstays for me--more than any other cookbook I own. I rave about this book all the time. Several friends also own this cookbook and have a similar opinion,1,1.776355000720267e-123,1
This is a very positive book that draws on an individual's successful and enjoyable experiences from childhood on to help the individual understand what kind of work will be satisfying. Reading this book was uplifting for me. I felt great relief to finally understand why I am so unhappy in my seemingly great job as an engineer. I am now planning a new career direction that will saisfy my intrinsic motivations as revealed by the exercises in the book,1,2.031712796074571e-153,1
"Great book. Loved the historical aspects, and the personal stories of the player and local kid. A great gift for father's day, espcially for anyone with Brooklyn roots or a love of baseball",1,7.078972796478977e-44,1
"This is a fun, lyrical book to read aloud. I've been giving it as gifts since my son was born almost 20 years ago",1,2.4103401839426556e-35,1
"This review refers to the audio CD version of this book. From the very beginning, I found Allison's writing and voice to be very compelling. I was very impressed with this book. I have learned many life lessons from this book. To cherish the people and loved ones who are in your life and to let it show. Allison has also answered many questions I've had about the other side and has helped me to embrace my own psychic abilities. I liked hearing her stories about her numerous readings and details from the hit TV show Medium. A great book for all those interested in Allison's work and learning new things. Highly reccommended. The best thing I like about this book was Allison's clear writing style. She doesn't try to impress you with big words, which in my opinion, makes this book easy to understand and most enjoyable to read. You won't be dis appointed! I'm going to purchase We Are Their Heaven soon on audio CD as well",1,1.1925348517598622e-06,0.9999988074651482
"This is my first book by Wilson and I am very impressed. He is one of those few thriller writers who relies on good old fashioned WRITING. No cheap tricks, no serendipitous coincidences, no whiz-bang save-the-world with only seconds to go. No, Robert Wilson takes his time, develops his characters, unravels his complicated plot, leavens each page with great wordsmithing and, in so doing, presents the reader with a treasure. This book, however, is not perfect. There are so many characters that he thoughtfully provides a cast of characters at the end of the book. And the pacing of the novel bogs down right at the outset, but like a big train engine, the novel rolls down the tracks, gaining momentum that, by the end of the book, seems unstoppable. I liked this book because it was a good read and it didn't insult my intelligence",1,1.1605528017522514e-166,1
"Tom Brown is, quite frankly, a terrible writer. Had I not heard him speak live, I would have thrown this book away and written Tom off as a half-educated moron who thinks he has something intelligent to say about touchy-feely, self-centered, pseudo-spiritual mumbo-jumbo. Fortunately, personal interaction with the man tells me that he is far more intelligent than his grasp of grammatical and large structural elements of writing would indicate. His famed charisma and passion for what he teaches is sincere. His understanding of the human condition, the material and spiritual deficiencies of this culture, and the importance of re-education (as opposed to political movements, fads, etc.) are what make his message so powerful to so many people. Awakening Spirits is, as I said, not the most well-written book I've read in the last several years by far. There are only clich attempts and eloquent language, this style and structure is repetative, and there are nearly constant instances of places where another word or phrase would have been better used. Nevertheless, if the reader is willing to overlook these annoyances, as well as do some of the extra work required to understand what Tom is valiantly attempting to communicate, this book has the potential to reveal profound truths and offer a new approach to the world that is sorely needed in our day and age. The exercises are effective, and the philosophic principals can be applied to everyday life.It's unfortunate that this book doesn't have the same power as Tom Brown in the flesh. The reader misses out of the convincing charisma Tom can give to his live students, and is required to take much more on faith. It's a lot to ask, but what's given is so great that I can't imagine anyone who takes this book as seriously as it deserves would ever regret investing in it.",1,6.018927872179299e-28,1
"If you want to find hotspots, connect to hotspots, or set up your own wireless network, all using Wi-Fi technology, this is the best book for you. Everything in this book is very simple, but you find information here you will not find elsewhere. So this book is useful and also lots of fun. I highly suggest",1,4.759515795208235e-83,1
"All I wanted to do was learn html code in a short peroid of time. I did not have any prior knowlege so I was looking for a beginner book. This book is terrible. Half the chapters don't even deal with html at all. There is an entire chapter on the different colors that you should use in your site. It is as if the author is trying to give you an art class. If you want to learn html code and have no prior knowlege, I recommend HTML 4 Visual Quickstart Quide by Elizabeth Castro",1,1.114676683734245e-77,1
"I write this review for a specialized audience. As an EFM mentor of 7 years, I highly recommend this book as background and supporting reading for Years 2 and 3. It contains a wealth of information covered in these years as well as lots of additional information about many of the documents that did not make ther final cut into the New Testament. White covers his material in very clear prose and relies heavily on boxes to summarize complex material. This should be invaluable in your EFM studies. So, I recommend getting this book and using it throughout year two and in the beginning of year 3.To the general public, I do issue a caveat related to this book. This is not a book about Jesus. It is a book about the environment in which Jesus lived and about the growth of the Jesus movement through the first two centuries. It is NOT a Bible commentary, although it is a great companion for Bible study.",1,6.032144908334486e-36,1
"This is definitely a book that has helped me struggle through my teen years when I was learning how to write, and it still does help me as a college student in my creative writing courses. It is a book all aspiring young writers (and old, too) should read. It's both inspiring and helpful, offering advice on character creation to plot-building. There's even a cool chapter on writing mysteries, for all of you Arthur Conan Doyle hopefuls. So check it out. I can't say enough how much it's helped me.",1,2.261306531724097e-35,1
"Let's clear up any possible confusion from the very beginning: while The Cat Who Came for Christmas did indeed come for Christmas, this is in no way a Christmas book. That's important because this book is completely delightful, and I don't want anyone who comes across it in July to think he needs to wait five months before he can read it. Animal lovers, especially cat lovers, will find this book absolutely delightful, and those readers who are so unfortunate as to have never had the privilege of being owned by an animal will get a moving picture of the kind of human-animal bond the rest of us are always going on about. Indeed, the book closes with the suggestion that pet-less owners would do well to go down to their local animal shelter and find a faithful friend for themselves. We first meet the aforementioned cat on a snowy Christmas Eve in New York. Cleveland Amory, the founder of The Fund for Animals, helps rescue a poor feline from the streets of the city and takes him home - temporarily - to care for him until a suitable home is found. Amory is, by his own admission, a dog person, but he quickly falls in love with this poor young cat who has obviously suffered much in his young life: he is terribly thin, his body bears several wounds, his back is obviously injured, he is filthy, and he may well have never known the affection of another soul. Someone has reportedly thrown things at him and hit him in an effort to run him off, so his emergency rescue is a necessity. Underneath all of the dirt, Amory finds a beautiful white cat with magical eyes and a spirit that wins Amory over from the start. He is so beguiled by the little guy that he talks a prospective new owner out of adopting him the very next morning.The book, as it unfolds, is the story of this special cat and the human he owns over the course of their first year together. Amory describes many of the conversations he has with his lovable but stubborn new friend, expounds greatly upon matters of cat psychology that all cat lovers will immediately recognize, and basically delivers a truly heart-warming story about two curmudgeons, one human and one feline, who magically find each other and develop a deep and lasting friendship. You'll read about the cat's behavior toward new people (including the likes of celebrities such as Walter Cronkite and Cary Grant), other animals, travel, veterinarians, and basically life in general. The stories of Amory's behavioral modification techniques and feline communication skills are as insightful as they are funny and do nothing to dispel the notion that cats are very stubborn little creatures. The chapters on the cat's domestic and foreign policies are especially instructive and endearing. Amory is a wonderfully witty storyteller. Some may complain that he sometimes goes off on tangents, but these are most instructive as they invariably relate to early efforts by The Fund for Animals to protect those creatures being brutally exploited by human beings (e.g., whales and baby seals); I must say I don't approve of some of the techniques the group employs, but certainly the group's heart was in the right place. Amidst all of the cat-related humor, Amory is wont to slip in some wonderfully subtle little jokes and literary references, and I would argue one learns as much about human nature as feline nature over the course of the book. You might notice I have refrained from giving the cat's name; this is intentional on my part. A cat's name is very important, and the author devotes many pages to the naming process of this cat in particular, so I would be remiss to simply blurt the name out here",1,8.662532087280449e-134,1
"It's not too much to infer that the author's main concern in writing this book was to be the first person to deliver a Java image processing book (1999), since he says as much in one of the many radically uninspired (and frequently self-generated) ""pithy"" quotes that precede each chapter. Every bad thing the other readers have said about this book is true- here's my contribution. Throughout the book, he references advanced mathematical concepts as though the expected reader was a graduate mathematics major. Nevertheless, when the concepts get easy enough to cover comprehensibly without too much effort, he explains them in detail. So, for instance, he goes into what a histogram is, what the formula for finding the roots of a binomial equation is (which we all learned in 11th grade ) etc. etc. Compare this to his explanations of the higher mathemtical concepts upon which his code depends which seem to be penned in order to win some contest for expository opaqueness. Basically, if you can understand his fragmented, confusing, telegraphic and seemingly careless explanations then you already know enough so as not to need the book in the first place. But hey, it was first.",1,2.814735297551575e-35,1
"A few years ago, I read this fascinating account about the famous ""Weschester Boomerang"" sightings of the Hudson Valley and what made this so believable was that it was coming from the type of people who were highly educated and were the type of people who laugh at people who claimed to have witnessed UFO's. The first time I had ever heard about these sightings was on an Unsolved Mysteries episode. A number of people thought this was a spaceship from another world and so did I at one time. However, it wasn't until I researched the life, times, and inventions of a brilliant genius named Nikola Tesla that I realized that all UFO's are most likely secret government projects that are still using his inventions to this very day. What is incredible about Tesla is that he invented a lot of technology that we use today back in the late 1800's!! Among his inventions were remote control, lasers, X-Rays, Alternating Current, Radio, Robotics, and Wireless Communication, just to name a few. What is amazing is that he had over 700 patents and a lot of his work he had to keep secret, for fear of being stolen from other people, which is why we haven't heard much about his inventions until years later. In fact, computers were actually already being developed as early as the 1940's, using Tesla's technical know-how, and Tesla was by far not the only genius who developed items that were way ahead of their time. When one sees how much technology was actually invented over 100 years ago, then it is not hard to believe that the government around the 1980's would have a huge metallic structure that could fly silently, especially when one realizes that technology is exponential. Also, in recent years there have been a number of articles written about the government experimenting with anti-gravity technology--no, not from aliens, but from geniuses like Nikola Tesla.At any rate, this book is well-written and is surprisingly down to earth for being a UFO book and is fun reading.",1,2.448674948080624e-118,1
"A New History of India by Stanley Wolpert is a one-volume history of India. Unfortunately, it is not a very good one. It appears to be written as a textbook and has many of the faults of textbooks covering such a vast subject. I often felt I needed an expert on Indian history to fill in the gaps. While one can empathize with the tremendous task of writing a one volume history of any country, the great failing of this book is that it does not give the reader a good overall perspective on the political and socio-economic development of the country. Additionally, there are poor linkages between one era and the next as the book moves from ancient to more modern times.This history starts by providing an ecological setting and tracing the history of the Indus peoples from circa 2500 BC forward. These chapters are very short and bereft of the details one needs to understand the development of the culture, politics, and economics of the country. There is a lot more to be said about early Indian history than is provided here. Often the book jumps from one theme or era to another without adequate connections to provide an understanding of the significance of events. This is even true of the chapters on the Mughal Empire, although here the text does a slightly better job.The book is on much firmer ground when discussing modern Indian history, starting with the gradual absorption of India into the British Empire. There are fuller details and linkages between events leaving the reader with a better understanding of this era in Indian history. Nevertheless, there are still gaps in providing the reader with enough information and insight to fully appreciate India's development.As a result of these shortcomings, I cannot recommend this book to the general reader.",1,1.1257289543883158e-125,1
"Full of secrets only professionals know, this book will teach even the most experienced boater some new tricks. This reference is a must-have for all boat owners",1,3.262474779338366e-133,1
"It is difficult to imagine a bleaker Thomas Hardy than the bleak author of his early and middle novels, but in his final novel, JUDE THE OBSCURE Hardy plummets into a depth of pessimism so entrenched into the very fabric of this book that he reaches what for him is the nadir of his tragic vision. Critical reaction was predictably negative. Hardy was so offended by what he saw as a universal misunderstanding of his philosophy that he refused to write further fiction. He spent the remainder of his life applying his personal ethos of tragedy to his poetry.It is quite true that JUDE THE OBSCURE is rife with the overwhelming sense of despair to which the critics so objected, but they had other problems with it as well. They did not care for what they saw as the ubiquitous immorality in the relation between Jude and Arabella and between him and Sue Bridehead. Living together in sin counted for more opprobrium back then than now. Further, they felt that Hardy had taken some cheap shots at his dismal portrayal of Christminster as a cesspool of false and elitist learning. Christminster was an amalgam of Oxford and Cambridge, the very alma mater of many of the offended critics. In order for Hardy to create such an unremitting world of gloom, he had to do some serious tinkering with a style of writing that was pretty gloomy in its own right. To make the reader ""feel"" the pain of Jude on a level that reached down to bone, he had to place Jude on a level much closer to the reader than Hardy had done in the past. He accomplished this by eliminating any trace of any element that did not somehow smack of existential pain. Hardy, in his earlier novels, occasionally leavened his level of tragedy by including characters who exhibited amusing quirks. No one on a quirky level is to be found here. Hardy, as in THE RETURN OF THE NATIVE, was able to portray a brute nature that might assume some of the blame as to why certain characters met a tragic fate. Here, Hardy places the blame squarely on man and his hidebound institutions as the source of tragedy. In the caste system that was typical of late Victorian society, Hardy saw more evil in that than in brute nature. What remained then was a social triangle with Jude at the apex, Jude's peers at the left end, and a ruthless society at the right end that was determined to squash interlopers more effectively than Egdon Heath ever could. If there ever was a stacked deck against those who wished to rise above their station, Thomas Hardy provided that as an equal opportunity pulverizer.",1,2.2713637619952646e-29,1
"I picked up Nancy Farmer's &quot;The Warm Place&quot; because I had enjoyed two of her other books, &quot;A Girl Named Disaster&quot; and &quot;The Ear, the Eye, and the Arm.&quot; My daughter saw the cover with that dear giraffe's big eyes and all those other animals and insisted I read this book to her. We loved it",1,6.388970143183603e-74,1
This book is derecated to kids on there frist day in the bus,1,1.7930832293806149e-100,1
"Now in a newly updated and expanded sixth edition, Techniques Of Crime Scene Investigation by Barry A. J. Fisher, who draws upon his many years of experience and expertise as the Crime Laboratory Director for the Los Angeles County Sheriff's Department and who is also an Adjunct Professor in the Department of Criminal Justice, California State University, Los Angeles, California, is a comprehensive, detailed text on the applied science forensic medicine. Written at college level for serious students of this fundamental profession, the meticulous, thorough explanations of each chapter will prove fascinating for anyone with an interest in forensics, enhanced for the reader with graphic details highlighted with numerous black-and-white photographs to present a clear overall picture of what a career and practice in forensics entails. Techniques Of Crime Science Investigation is a highly recommended text for anyone studying or considering the study of this aspect of police science",1,4.900227149073605e-56,1
"I really enjoyed this book - I read the liner notes for it, and it really was a great, read-it-one-sitting book. Dimple is a very believable character and you can see the reality of the world in the book. I love how they give each person's passions their own real life- like Dimple with her photography, and Karsh with his music. A lot of the description that is used is full of poetry, but without being poetry really at all - but it gives you that fluid feeling - that just really makes this a delightful read. I disagree on that one review about the way that they did the quotes... Yes, it was a little odd at first, but once you realize that the hyphens represent the dialogue- it wasn't that big of a deal. I actually liked that- because as a writer- I never realized that you could do that in a publication- think so out of the box on what's usually considered a literary rule. But even that little thing is a testament to the beauty of this book. It made me want to run out and buy a Sari, and find all the Indian people and ask them who they are, and learn from them.",1,1.198102693337962e-31,1
I found this handbook very simple and easy to understand. At the same time it covers most of the aspects of transmission engineering. I have worked in telecommunications transmission and a reference like this is very useful. Unlike many other handbooks you can read it like a normal text book. All the chapters are ordered for a better understanding of the matter. The only drawback is that since it covers so many areas it doesn't go as deep as you may want in some points,1,9.243827869183699e-220,1
"Well, he was the most widely read philosopher in France throughout the 17th and 18th centuries, so he must have said something smart. But, his fifteen minutes of fame only lasted 150 years, today's he's unknown.",1,3.2591020746353655e-07,0.9999996740897925
"My kids love dogs and stories involving dogs, and the other Pinkerton books are no exception. &quot;Pinkerton, Behave!&quot;, however, features a burglar creeping into Mom's bedroom at night and holding her at gunpoint! Pinkerton coming to the rescue notwithstanding, this is much too frightening for my children. I would argue that such visuals are inappropriate for children of picture-book age, period. The fun and humorous elements of the plot could easily have been acheived without portraying such creepy and violent image, and I am disappointed in the author as well as the publishing house for their choices in creating this book",1,1.7364217127947935e-117,1
"Hi, I just read the review below from the infuriated reader who said that this book talks down to children. But once I went to a talk about children's books and they discussed this book and said that Margaret Wise Brown was not doing that at all. That the intent of the book is actually to invite kids to debate and have their own opinions. She sets up these statements on purpose to provoke, and to get kids to think for themselves. She's playing with the reader because of course, how CAN you say that a daisy is important 'because it is white'? It's also yellow in the middle, and has petals, or whatever. Same with an apple. She says it's important because 'it is round' but what about because it's sweet? Or juicy? The whole joke is that she's announcing 'what's important' about something in order to invite thought and prompt argument. Her other stories reveal too much depth for her to have really been trying to control kids' minds with the 'important book.'",1,2.1549688543808973e-49,1
"Almost two decades ago, Jean Carper revolutionized my thinking about food with her well researched book, ""The Food Pharmacy,"" a fascinating treatise on the health-promoting properties of foods. Since then there have been innumerable self-appointed food gurus, most of whom struck me as primarily self-promotional and thin on scientific backing. While I do continue to consider Nina Planck's iconoclastic food theories with the proverbial grain of salt, I think she has done an enormous service for the health-conscious reader by approaching the entire topic of foods, and particularly the controversial issue of dietary fats, with a fresh and relatively unbiased eye. She has assembled an impressive body of research to support her assertions regarding grass-fed meat and dairy products, and touches on many other important topics, such as the importance of Omega-3 fatty acids to the developing fetus. New to me was the research regarding the importance of lauric acid, a key component of coconut oil, as a health-promoting fatty acid. I remain skeptical about a few of her assertions, and I also partially disagree with her largely anecdotal criticism of the vegetarian diet. However, she has opened my mind to some very new approaches to food and nutrition. Additionally, she has brought the sensual pleasure of food back into focus as an integral component of healthy eating. After reading this book, you will believe more than ever the old adage that ""You are what you eat"" -- you'll just regard what you eat in an entirely new light",1,0,1
"This is a great work on Saturn! Traditionally, Saturn gets labeled as a malefic, but Tierney thankfully shows how working with Saturn energy brings great gifts. Tierney's writing is clear, concise, and punctuated with just the right dose of humor. The book covers Saturn in signs, houses, and in aspect quite thoroughly. He offers practical insight for working with the configurations. This is a must for every astrology library",1,0,1
"I have read many of Koontz's books and I have got to say that this is the worst one that I've read to date. For those that have yet to sink their teeth into some of Koontz's better work, I would suggest Mr. Murder or Intensity. Leave this one on the shelf to collect dust. Or better yet, throw it in the trash with the rest of the garbage.",1,2.07453356071094e-29,1
"This is *the* reference for symmetric functions and related topics. The second edition is greatly expanded, including (among other things) valuable material on Macdonald polynomials (though the author modestly does not refer to them by this term). The exposition is clean and to the point, as we have come to expect of Macdonald. The only defect of the book is that it can be hard to find things in it. The index is much too short, and much of the material is presented in long lists of disconnected &quot;examples&quot; that are very hard to search through quickly",1,2.0015823636753958e-70,1
"Originally, I checked this book out from the library. I liked it so much I am now buying it to keep on hand. The first few chapters not only inspire but ""show"" the reader how to stay focused. I especially like the realistic explanation on submitting a manuscript - this should be required reading for anyone who wants to be published. There is alot of information packed into this little book, yet it doesn't read like a college text.",1,9.049736000873197e-28,1
This book covers many historic methods. This book is for the photographer looking to go beyond silver. It gives you all you need to know to get you started. HIghly recommended - easy to read and follow,1,1.1468601166424778e-34,1
"This is a must read if you want to understand how mainstream media in the U.S. fall prey to government propaganda and politicians' never seizing attempts to control and influence them. It reveals the limits and illusions of our freedom of the press and gives stunning examples of how the news was framed and directed by powerful political, business and military institutions in America. You do not have to agree with Chomsky's political and social concepts to appreciate this amazing book",1,4.773086276535952e-08,0.9999999522691372
"When, as a naive young knitting-ingenue, I bought this book, I did not realize what a veritable corncopia of woollen joys awaited my delectation. Having opened that Pandora's Box, I now find myself unable to concentrate on my daily life. I eat, drink, breathe, and sleep, Fair Isle knitting patterns. Ah, Ann Feitelson, see what thou hast done to me! Thou hast verily unwoven the weft of my wool",1,4.234156321469974e-34,1
